0.074735399,0.000446022,3,15.7,4.220189569,"""UU"""
0.074760399,0.000780278,5.25,5.7,1.780449381,"""UU"""
0.074799289,0.001299787,8.75,3.2,0.846286004,"""UU"""
0.074874289,0.002300174,15.5,1.2,0.388329757,"""UU"""
0.074979846,0.003704735,25,0.7,0.268700577,"""UU"""
0.075313182,0.008114344,55,0.15,0.070710678,"""UU"""
0.032407724,0.0018,5.25,6.74,1.380326048,"""UU"""
0.054012874,0.0018,8.75,3.25,0.787464285,"""UU"""
0.095679948,0.0018,15.5,1.45,0.468614981,"""UU"""
0.022579334,0.003936775,8,2.28,0.399624824,"""UU"""
0.05452409,0.001630284,8,2.91,0.618546684,"""UU"""
0.090079993,0.000986787,8,3.97,1.007025322,"""UU"""
0.134524872,0.000660768,8,4.4,1.802775638,"""UU"""
0.187858727,0.000473173,8,6.4,3.679673899,"""UU"""