0.08808553,0.000946059,7.5,5.42,0.47381431,"""UU"""
0.088141086,0.001575772,12.5,2.64,0.255538647,"""UU"""
0.08822442,0.002518854,20,1.23,0.156524758,"""UU"""
0.08836331,0.004086703,32.5,0.59,0.126491106,"""UU"""
0.088613312,0.006896448,55,0.2,0.085440037,"""UU"""
0.088946649,0.010618204,85,0.16,0.09486833,"""UU"""
0.022597112,0.004720413,9.6,2.19,0.27784888,"""UU"""
0.033708331,0.003164432,9.6,2.96,0.33286634,"""UU"""
0.047041795,0.002267509,9.6,3.62,0.427200187,"""UU"""
0.062597503,0.001704025,9.6,3.88,0.493963561,"""UU"""
0.080375454,0.001327118,9.6,3.59,0.514781507,"""UU"""
0.10037565,0.001062685,9.6,3.29,0.588727441,"""UU"""
0.122598089,0.00087006,9.6,6.24,0.912688337,"""UU"""
0.147042773,0.00072542,9.6,4.86,0.878179936,"""UU"""
0.1737097,0.000614057,9.6,4.69,0.895544527,"""UU"""
0.202598871,0.000526497,9.6,5.55,1.344693274,"""UU"""
0.030684413,0.0022451,6.2,5.63,0.704556598,"""UU"""
0.066795877,0.001031345,6.2,6.57,1.218277472,"""UU"""
0.116796366,0.000589826,6.2,9.5,2.051828453,"""UU"""
0.180685879,0.000381267,6.2,7.6,2.19317122,"""UU"""
0.030725524,0.00358012,9.9,2.52,0.316227766,"""UU"""
0.066836988,0.001645811,9.9,3.12,0.442944692,"""UU"""
0.116837477,0.000941488,9.9,3.94,0.688839604,"""UU"""
0.180726991,0.000608659,9.9,5.83,1.015972441,"""UU"""
0.030815525,0.006490298,18,0.99,0.164012195,"""UU"""
0.066926989,0.00298836,18,1.34,0.192353841,"""UU"""
0.116927478,0.001710479,18,1.91,0.323109888,"""UU"""
0.180816992,0.001106102,18,1.64,0.493355855,"""UU"""