0.111137977,0.001278732,0.04,3.2,107,17.20465053
0.111137977,0.001278732,0.13,3.2,95.1,14.27620398
0.111137977,0.001278732,0.27,3.2,40.2,6.661080993
0.111137977,0.001278732,0.68,3.2,8.04,1.302075267
0.1111802,0.00165798,0.04,7,78.6,15.18189711
0.1111802,0.00165798,0.13,7,27.7,6.307138812
0.1111802,0.00165798,0.27,7,18.9,4.114608122
0.1111802,0.00165798,0.68,7,5.21,1.08240473
0.111351313,0.003191991,0.04,22.4,15,3.40147027
0.111351313,0.003191991,0.13,22.4,8.9,2.302628932
0.111351313,0.003191991,0.27,22.4,4.55,1.028834292
0.111351313,0.003191991,0.68,22.4,1.36,0.281780056
0.036189467,0.005675868,0.05,8.9,33.3,5.896473522
0.106801268,0.001923604,0.05,8.9,51.3,8.348077623
0.217869021,0.000943011,0.05,8.9,60,13.416408
0.036189467,0.005675868,0.19,8.9,17.3,2.780287755
0.106801268,0.001923604,0.19,8.9,30.1,4.545327271
0.217869021,0.000943011,0.19,8.9,31.5,6.529931087
0.036189467,0.005675868,0.64,8.9,3.4,0.583095189
0.106801268,0.001923604,0.64,8.9,5.5,0.860232527
0.217869021,0.000943011,0.64,8.9,6,1.252996409