0.062517502,0.000426551,0.037,2.4,547,61.29546757
0.062517502,0.000426551,0.132,2.4,287,31.90669183
0.062517502,0.000426551,0.263,2.4,117,19.72323874
0.062517502,0.000426551,0.442,2.4,45.9,13.42389459
0.062530835,0.000639691,0.037,3.6,282,35.22833669
0.062530835,0.000639691,0.132,3.6,157,21.63356345
0.062530835,0.000639691,0.263,3.6,57.6,16.11370503
0.062530835,0.000639691,0.444,3.6,26.7,10.25525817
0.062548613,0.000923735,0.037,5.2,131,19.79918446
0.062548613,0.000923735,0.134,5.2,81.1,14.68240284
0.062548613,0.000923735,0.262,5.2,39.3,11.46126928
0.062548613,0.000923735,0.444,5.2,15.7,5.077411809
0.062567502,0.001225355,0.037,6.9,78.7,12.58978876
0.062567502,0.001225355,0.133,6.9,46.9,9.374485993
0.062567502,0.001225355,0.265,6.9,23.5,4.525510796
0.062567502,0.001225355,0.446,6.9,8.1,3.498575347
0.062593058,0.00163314,0.036,9.2,47.8,6.313558893
0.062593058,0.00163314,0.132,9.2,31.5,5.375913459
0.062593058,0.00163314,0.263,9.2,13.8,2.842549121
0.062593058,0.00163314,0.448,9.2,4.9,2.823120752
0.062630836,0.002235342,0.038,12.6,37.5,8.949895609
0.062630836,0.002235342,0.131,12.6,13.1,3.124112202
0.062630836,0.002235342,0.271,12.6,7.4,2.500004917
0.062630836,0.002235342,0.448,12.6,3.3,0.761580521
0.062709726,0.003490544,0.039,19.7,7.6,1.788861631
0.062709726,0.003490544,0.135,19.7,4.5,1.166194277
0.062709726,0.003490544,0.265,19.7,1.8,0.70710781
0.062709726,0.003490544,0.441,19.7,1.1,0.316228625