0.090021104,0.000333258,0.05,2.7,2636.4,163.0022396
0.090021104,0.000333258,0.15,2.7,1284.2,93.6347149
0.090021104,0.000333258,0.29,2.7,450.7,41.36545208
0.090021104,0.000333258,0.53,2.7,127.5,18.28341465
0.090021104,0.000333258,0.83,2.7,28.1,10.81573659
0.09004666,0.00061697,0.05,5,842.7,46.92634685
0.09004666,0.00061697,0.15,5,415.8,30.30519061
0.09004666,0.00061697,0.29,5,159.8,15.47401393
0.09004666,0.00061697,0.53,5,43.7,6.624226894
0.09004666,0.00061697,0.83,5,12.5,2.842539578
0.090077771,0.000962141,0.05,7.8,338.4,18.81018083
0.090077771,0.000962141,0.15,7.8,156.2,15.22021287
0.090077771,0.000962141,0.29,7.8,67.3,5.907698863
0.090077771,0.000962141,0.53,7.8,22.1,3.488566709
0.090077771,0.000962141,0.83,7.8,5.03,1.753284079
0.090123327,0.00146714,0.05,11.9,118,7.582399673
0.090123327,0.00146714,0.15,11.9,70.2,6.500075816
0.090123327,0.00146714,0.29,11.9,26.8,3.106468034
0.090123327,0.00146714,0.53,11.9,8.4,1.557951897
0.090123327,0.00146714,0.83,11.9,2.67,0.728355288
0.090209995,0.002426461,0.05,19.7,39.6,3.966145942
0.090209995,0.002426461,0.15,19.7,20.4,2.420760879
0.090209995,0.002426461,0.29,19.7,9.12,1.178013852
0.090209995,0.002426461,0.53,19.7,2.73,0.498198244
0.090209995,0.002426461,0.83,19.7,0.84,0.355105817
0.090446664,0.005036781,0.05,41,5.44,1.152781817
0.090446664,0.005036781,0.15,41,2.28,0.735935486
0.090446664,0.005036781,0.29,41,1.4,0.436005037
0.090446664,0.005036781,0.53,41,0.42,0.155563605
0.090446664,0.005036781,0.83,41,0.15,0.098994972